"numero_dpe","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_habitable","numero_rue","type_voie","nom_rue","batiment","escalier","etage","porte","numero_lot","arrondissement","code_postal","commune","code_insee_commune","code_insee_commune_corrige","en_surface","en_souterrain","shon","surface_utile","surface_thermique_parties_communes","surface_baies_orientees_est_ouest","surface_baies_orientees_nord","surface_baies_orientees_sud","surface_parois_verticales_opaques_deperditives","surface_planchers_bas_deperditifs","surface_planchers_hauts_deperditifs","tr004_type_energie_id","tr006_type_usage_id","consommation_energie_finale","consommation_energie_primaire"
"1369P1000001@",14,"Méthode Facture","N/A","15-août-11","15-août-11","16/07/2013","19/07/2013","15/09/2011",76,"N",2,"N",1,"7375,3",,,"66 CHEMIN MOULIN CARRON",,,,,"Non communiqué","N/A","69570","DARDILLY","69570","69072","0","0","7375,3","100","0","0","0","0","2612,68","2772,2","2669,14","2","4",44756.61,115472.05
"1369P1000001@",14,"Méthode Facture","N/A","15-août-11","15-août-11","16/07/2013","19/07/2013","15/09/2011",76,"N",2,"N",1,"7375,3",,,"66 CHEMIN MOULIN CARRON",,,,,"Non communiqué","N/A","69570","DARDILLY","69570","69072","0","0","7375,3","100","0","0","0","0","2612,68","2772,2","2669,14","2","9",0,0
"1351P1000001Q",14,"FACTURE - DPE","V2012","NULL","NULL","19/07/2013","19/07/2013","15/08/2011",251.93,"D",8.2,"B",2006,"NULL",,"0","RUE MAURICE HOLLANDE",,,,,,"0","51100","Reims","51454","51454","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",17088.5,251.93
"1326P1000001S",14,"Méthode Facture","N/A","15-août-11","15-août-11","19/07/2013","19/07/2013","15/09/2011",133,"N",4,"N",1,"3525,57",,,"Immeuble le Galilée Gare de Valence TGV",,"Ce bien ne fait pas partie d'une copropriété",,,,"N/A","26300","ALIXAN","26300","26300","0","0","3525,57","100","0","0","0","0","357","0","500","2","1",5464.63,14098.75
"1326P1000001S",14,"Méthode Facture","N/A","15-août-11","15-août-11","19/07/2013","19/07/2013","15/09/2011",133,"N",4,"N",1,"3525,57",,,"Immeuble le Galilée Gare de Valence TGV",,"Ce bien ne fait pas partie d'une copropriété",,,,"N/A","26300","ALIXAN","26300","26300","0","0","3525,57","100","0","0","0","0","357","0","500","2","7",65629.47,169324.03
"1326P1000001S",14,"Méthode Facture","N/A","15-août-11","15-août-11","19/07/2013","19/07/2013","15/09/2011",133,"N",4,"N",1,"3525,57",,,"Immeuble le Galilée Gare de Valence TGV",,"Ce bien ne fait pas partie d'une copropriété",,,,"N/A","26300","ALIXAN","26300","26300","0","0","3525,57","100","0","0","0","0","357","0","500","2","4",71897.34,185495.14
"1326P1000001S",14,"Méthode Facture","N/A","15-août-11","15-août-11","19/07/2013","19/07/2013","15/09/2011",133,"N",4,"N",1,"3525,57",,,"Immeuble le Galilée Gare de Valence TGV",,"Ce bien ne fait pas partie d'une copropriété",,,,"N/A","26300","ALIXAN","26300","26300","0","0","3525,57","100","0","0","0","0","357","0","500","2","7",39558.47,102060.85
"1326P1000001S",14,"Méthode Facture","N/A","15-août-11","15-août-11","19/07/2013","19/07/2013","15/09/2011",133,"N",4,"N",1,"3525,57",,,"Immeuble le Galilée Gare de Valence TGV",,"Ce bien ne fait pas partie d'une copropriété",,,,"N/A","26300","ALIXAN","26300","26300","0","0","3525,57","100","0","0","0","0","357","0","500","2","9",0,0
"1384P1000001W",14,"FACTURE - DPE","V2012","NULL","NULL","03/07/2013","03/07/2013","15/08/2011",669.51,"F",21.8,"C",1948,"NULL",,,"Rue de la Poste",,,,,,"0","84120","MIRABEAU","84076","84076","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",12975,669.51
"1321P1000001N",14,"FACTURE - DPE","V2012","NULL","NULL","17/07/2013","20/07/2013","15/08/2011",198,"C",46.33,"D",1948,"97,9",,,"23 Place Darcy",,,,,,"0","21000","DIJON","21231","21231","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",19384.7,198
"1357P1000018E",14,"FACTURE - DPE","V2012","NULL","NULL","09/07/2013","09/07/2013","15/08/2011",207.59,"C",31.75,"D",1974,"6283,94",,"rue","des anglais",,,,,,"0","57500","SAINT-AVOLD","57606","57606","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",203491.3,83.55
"1357P1000018E",14,"FACTURE - DPE","V2012","NULL","NULL","09/07/2013","09/07/2013","15/08/2011",207.59,"C",31.75,"D",1974,"6283,94",,"rue","des anglais",,,,,,"0","57500","SAINT-AVOLD","57606","57606","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",779474,124.04
"1357P1000019F",14,"FACTURE - DPE","V2012","NULL","NULL","09/07/2013","09/07/2013","15/08/2011",207.59,"C",31.75,"D",1974,"7518,59",,"rue","des anglais",,,,,,"0","57500","SAINT-AVOLD","57606","57606","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",243473,83.55
"1357P1000019F",14,"FACTURE - DPE","V2012","NULL","NULL","09/07/2013","09/07/2013","15/08/2011",207.59,"C",31.75,"D",1974,"7518,59",,"rue","des anglais",,,,,,"0","57500","SAINT-AVOLD","57606","57606","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",932622.5,124.04
"1351P1000002R",14,"FACTURE - DPE","V2012","NULL","NULL","24/07/2013","24/07/2013","15/08/2011",1023.85,"G",33.33,"D",1974,"NULL",,,"20BIS RUE DU CADRAN SAINT PIERRE",,,,,,"0","51100","Reims","51454","51454","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",15080,1023.85
"1351P1000002R",14,"FACTURE - DPE","V2012","NULL","NULL","24/07/2013","24/07/2013","15/08/2011",1023.85,"G",33.33,"D",1974,"NULL",,,"20BIS RUE DU CADRAN SAINT PIERRE",,,,,,"0","51100","Reims","51454","51454","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1328P1000001U",14,"FACTURE - DPE","V2012","NULL","NULL","19/07/2013","19/07/2013","15/08/2011",455.86,"E",14.84,"B",2000,"192,76",,,"Rue des Minières",,,,,,"0","28200","SAINT-DENIS-LES-PONTS","28334","28334","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",34059,455.86
"1328P1000001U",14,"FACTURE - DPE","V2012","NULL","NULL","19/07/2013","19/07/2013","15/08/2011",455.86,"E",14.84,"B",2000,"192,76",,,"Rue des Minières",,,,,,"0","28200","SAINT-DENIS-LES-PONTS","28334","28334","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"0851P1000001U",14,"FACTURE - DPE","V2012","NULL","NULL","07/04/2008","07/04/2008","15/08/2011",298.08,"D",9.71,"B",1974,"NULL",,"0","3, rue Emille Zola",,,,,,"0","51100","REIMS","51454","51454","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",3235,298.08
"1351P1000003S",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","1",21965.31,56670.5
"1351P1000003S",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","2",1026.56,2648.52
"1351P1000003S",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","7",876,2260.08
"1351P1000003S",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","4",6875.45,17738.66
"1351P1000003S",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","9",0,0
"1351P1000004T",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","1",21965.31,56670.5
"1351P1000004T",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","2",1026.56,2648.52
"1351P1000004T",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","7",876,2260.08
"1351P1000004T",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","4",6875.45,17738.66
"1351P1000004T",14,"Méthode Facture","N/A","15-août-11","15-août-11","23/07/2013","26/07/2013","15/09/2011",255,"N",8,"N",1,"310",,,"22 RUE GENERAL DE GAULLE (POLE MEDICAL)",,,,,"Sans objet","N/A","51420","CERNAY LES REIMS","51420","51420","0","0","310","100","0","0","0","0","246,3","247,5","36,5","2","9",0,0
"1375P1000002X",14,"FACTURE - DPE","V2012","NULL","NULL","29/07/2013","29/07/2013","15/08/2011",968.53,"G",31.53,"D",1948,"NULL",,,"152 AVE DES CHAMPS ELYSÉES",,,,,,"0","75008","PARIS","75108","75108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",105300,968.53
"1375P1000002X",14,"FACTURE - DPE","V2012","NULL","NULL","29/07/2013","29/07/2013","15/08/2011",968.53,"G",31.53,"D",1948,"NULL",,,"152 AVE DES CHAMPS ELYSÉES",,,,,,"0","75008","PARIS","75108","75108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1385P1000001X",14,"FACTURE - DPE","V2012","NULL","NULL","23/07/2013","30/07/2013","15/08/2011",295.45,"D",9.62,"B",1982,"66,72","8:00 AM","Square","du Grand Pont",,,,,,"0","85710","LA GARNACHE","85096","85096","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",7640.5,295.45
"1385P1000001X",14,"FACTURE - DPE","V2012","NULL","NULL","23/07/2013","30/07/2013","15/08/2011",295.45,"D",9.62,"B",1982,"66,72","8:00 AM","Square","du Grand Pont",,,,,,"0","85710","LA GARNACHE","85096","85096","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","9",0,0
"1351P1000005U",14,"FACTURE - DPE","V2012","NULL","NULL","01/07/2013","01/07/2013","15/08/2011",586.44,"F",19.09,"C",1974,"280",,"0","74 RUE VERNOUILLET",,,,,,"0","51100","Reims","51454","51454","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",63645,586.44
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","3","1",99206.1,89374.86
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","2",16898.4,43597.87
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","7",4689.5,12098.91
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","7",20492.3,52870.13
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","7",7982,20593.56
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","7",322.4,831.79
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","4",75814.2,195600.64
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","3","9",0,0
"1369P1000003B",14,"Méthode Facture","N/A","15-août-11","15-août-11","22/08/2013","22/08/2013","15/09/2011",136,"N",10,"N",1,"3034,12",,,"13 CHEMIN DU PETIT BOIS",,,,,"Sans objet","N/A","69130","ECULLY","69130","69130","0","0","3034,12","100","0","0","0","0","1595,2","739,9","771,2","2","9",0,0
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","1",21446,55330.68
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","2",14217,36679.86
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","7",76146,196456.68
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","4",58314.5,150451.41
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","7",36627,94497.66
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","7",-110364,-284739.12
"1313P1000008V",14,"Méthode Facture","N/A","15-août-11","15-août-11","30/08/2013","30/08/2013","15/09/2011",39,"N",2,"N",1,"6217",,,"ARTEPARC MEYREUIL BACHASSON IMMEUBLE A",,,,,"Sans objet","N/A","13590","MEYREUIL","13590","13060","0","0","6217","100","0","0","0","0","0","0","0","2","9",0,0
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","2","2",11207.52,11207.52
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","4","2",104.26,104.26
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",10141.39,10141.39
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","4","2",65322.11,65322.11
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",52.22,52.22
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","4","2",536.85,536.85
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",52218.26,52218.26
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","2","2",26081.22,26081.22
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",11692.79,11692.79
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",18561.7,18561.7
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","4","2",1035,1035
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",25170.68,25170.68
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",26191.81,26191.81
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",50171.08,50171.08
"1376P1000002Y",14,"Facture","v15c","NULL","NULL","04/07/2013","04/07/2013","08/02/2012",161,"C",37,"D",0,"66,62",,"non communiquée","8bis, rue Madame Lafayette",,,,,,"Sans objet","76600","LE HAVRE","76351","76351","0","0","66,62","0","0","0","0","0","0","0","133,24","3","2",3002.7,3002.7
